Date/Time,OFFICE_BACK_Zone Inverse Solution,OFFICE_CORE_Zone Inverse Solution,OFFICE_FRONT_Zone Inverse Solution,OFFICE_LEFT_Zone Inverse Solution,OFFICE_RIGHT_Zone Inverse Solution
 02/28  02:00:00,0,0,0,0,0
 02/28  03:00:00,0,0,0,0,0
 02/28  04:00:00,0,0,0,0,0
 02/28  05:00:00,0,0,0,0,0
 02/28  06:00:00,0,0,0,0,0
 02/28  07:00:00,1.578333333,5.68,1.578333333,0.991666667,0.991666667
 02/28  08:00:00,1.578333333,5.675,1.578333333,0.99,0.99
 02/28  09:00:00,4.93,17.71,4.93,3.08,3.08
 02/28  10:00:00,4.93,17.71,4.93,3.08,3.08
 02/28  11:00:00,4.93,17.71,4.93,3.08,3.08
 02/28  12:00:00,4.93,17.71,4.93,3.08,3.08
 02/28  13:00:00,1.64,5.9,1.64,1.03,1.03
 02/28  14:00:00,1.64,5.9,1.64,1.03,1.03
 02/28  15:00:00,1.64,5.9,1.64,1.03,1.03
 02/28  16:00:00,1.64,5.9,1.64,1.03,1.03
 02/28  17:00:00,1.64,5.9,1.64,1.03,1.03
 02/28  18:00:00,0.82,2.95,0.82,0.51,0.51
 02/28  19:00:00,0.82,2.95,0.82,0.51,0.51
 02/28  20:00:00,0,0,0,0,0
 02/28  21:00:00,0,0,0,0,0
 02/28  22:00:00,0,0,0,0,0
 02/28  23:00:00,0,0,0,0,0
 02/28  24:00:00,0,0,0,0,0
 03/01  01:00:00,0,0,0,0,0
 03/01  02:00:00,0,0,0,0,0
 03/01  03:00:00,0,0,0,0,0
 03/01  04:00:00,0,0,0,0,0
 03/01  05:00:00,0,0,0,0,0
 03/01  06:00:00,0,0,0,0,0
 03/01  07:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  08:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  09:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  10:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  11:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  12:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  13:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  14:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  15:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  16:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  17:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  18:00:00,0.82,2.95,0.82,0.51,0.51
 03/01  19:00:00,0,0,0,0,0
 03/01  20:00:00,0,0,0,0,0
 03/01  21:00:00,0,0,0,0,0
 03/01  22:00:00,0,0,0,0,0
 03/01  23:00:00,0,0,0,0,0
 03/01  24:00:00,0,0,0,0,0
 03/02  01:00:00,0,0,0,0,0
 03/02  02:00:00,0,0,0,0,0
 03/02  03:00:00,0,0,0,0,0
 03/02  04:00:00,0,0,0,0,0
 03/02  05:00:00,0,0,0,0,0
 03/02  06:00:00,0,0,0,0,0
 03/02  07:00:00,1.293333333,4.655,1.293333333,0.813333333,0.813333333
 03/02  08:00:00,3.145,11.29,3.145,1.968333333,1.968333333
 03/02  09:00:00,14.26,51.25666667,14.265,8.925,8.925
 03/02  10:00:00,10.895,39.18333333,10.89833333,6.818333333,6.816666667
 03/02  11:00:00,15.61,56.08,15.61,9.77,9.77
 03/02  12:00:00,10.62833333,38.24166667,10.625,6.653333333,6.65
 03/02  13:00:00,7.016666667,25.24333333,7.008333333,4.388333333,4.388333333
 03/02  14:00:00,14.97166667,53.81,14.97,9.368333333,9.368333333
 03/02  15:00:00,11.15166667,40.12833333,11.15833333,6.978333333,6.98
 03/02  16:00:00,10.88833333,39.17666667,10.895,6.81,6.815
 03/02  17:00:00,15.27666667,54.93666667,15.285,9.556666667,9.563333333
 03/02  18:00:00,4.585,16.48166667,4.588333333,2.865,2.865
 03/02  19:00:00,0.903333333,3.255,0.906666667,0.568333333,0.566666667
 03/02  20:00:00,1.138333333,4.093333333,1.138333333,0.713333333,0.713333333
 03/02  21:00:00,1.478333333,5.321666667,1.48,0.926666667,0.926666667
 03/02  22:00:00,1.553333333,5.586666667,1.553333333,0.975,0.975
 03/02  23:00:00,0.643333333,2.308333333,0.643333333,0.4,0.4
 03/02  24:00:00,0.7,2.523333333,0.7,0.436666667,0.436666667
 03/03  01:00:00,0,0,0,0,0
 03/03  02:00:00,0,0,0,0,0
 03/03  03:00:00,0,0,0,0,0
 03/03  04:00:00,0,0,0,0,0
 03/03  05:00:00,0,0,0,0,0
 03/03  06:00:00,0,0,0,0,0
 03/03  07:00:00,1.406666667,5.06,1.406666667,0.883333333,0.883333333
 03/03  08:00:00,3.171666667,11.39166667,3.171666667,1.985,1.985
 03/03  09:00:00,14.37,51.635,14.37166667,8.993333333,8.99
 03/03  10:00:00,10.84166667,38.97666667,10.84333333,6.783333333,6.783333333
 03/03  11:00:00,15.60166667,56.05333333,15.60166667,9.765,9.763333333
 03/03  12:00:00,10.50166667,37.76833333,10.50166667,6.571666667,6.57
 03/03  13:00:00,6.718333333,24.15,6.718333333,4.203333333,4.203333333
 03/03  14:00:00,15.33666667,55.11333333,15.33666667,9.598333333,9.598333333
 03/03  15:00:00,11.13333333,40.03166667,11.13166667,6.961666667,6.963333333
 03/03  16:00:00,10.865,39.07333333,10.86833333,6.8,6.8
 03/03  17:00:00,15.35833333,55.19666667,15.36,9.61,9.61
 03/03  18:00:00,4.361666667,15.68,4.363333333,2.726666667,2.726666667
 03/03  19:00:00,0.868333333,3.123333333,0.868333333,0.543333333,0.543333333
 03/03  20:00:00,1.151666667,4.14,1.151666667,0.723333333,0.723333333
 03/03  21:00:00,1.453333333,5.221666667,1.453333333,0.911666667,0.911666667
 03/03  22:00:00,1.563333333,5.618333333,1.563333333,0.98,0.98
 03/03  23:00:00,0.561666667,2.018333333,0.561666667,0.35,0.35
 03/03  24:00:00,0.615,2.213333333,0.615,0.383333333,0.383333333
 03/04  01:00:00,0,0,0,0,0
 03/04  02:00:00,0,0,0,0,0
 03/04  03:00:00,0,0,0,0,0
 03/04  04:00:00,0,0,0,0,0
 03/04  05:00:00,0,0,0,0,0
 03/04  06:00:00,0,0,0,0,0
 03/04  07:00:00,1.413333333,5.085,1.413333333,0.888333333,0.888333333
 03/04  08:00:00,3.095,11.12333333,3.095,1.938333333,1.938333333
 03/04  09:00:00,14.31666667,51.455,14.31666667,8.96,8.96
 03/04  10:00:00,10.83166667,38.93333333,10.83166667,6.775,6.775
 03/04  11:00:00,15.61,56.08,15.61,9.77,9.77
 03/04  12:00:00,10.49,37.73166667,10.48833333,6.561666667,6.561666667
 03/04  13:00:00,6.758333333,24.3,6.756666667,4.228333333,4.228333333
 03/04  14:00:00,15.28,54.90666667,15.28,9.561666667,9.563333333
 03/04  15:00:00,11.03833333,39.69666667,11.03833333,6.906666667,6.906666667
 03/04  16:00:00,10.81333333,38.885,10.815,6.765,6.766666667
 03/04  17:00:00,15.025,53.995,15.025,9.401666667,9.401666667
 03/04  18:00:00,4.326666667,15.55,4.326666667,2.703333333,2.703333333
 03/04  19:00:00,1.01,3.636666667,1.01,0.63,0.63
 03/04  20:00:00,1.198333333,4.305,1.198333333,0.751666667,0.751666667
 03/04  21:00:00,1.588333333,5.713333333,1.588333333,0.996666667,0.996666667
 03/04  22:00:00,1.563333333,5.625,1.563333333,0.981666667,0.981666667
 03/04  23:00:00,0.65,2.34,0.65,0.406666667,0.406666667
 03/04  24:00:00,0.671666667,2.413333333,0.671666667,0.418333333,0.418333333
 03/05  01:00:00,0,0,0,0,0
 03/05  02:00:00,0,0,0,0,0
 03/05  03:00:00,0,0,0,0,0
 03/05  04:00:00,0,0,0,0,0
 03/05  05:00:00,0,0,0,0,0
 03/05  06:00:00,0,0,0,0,0
 03/05  07:00:00,1.423333333,5.111666667,1.423333333,0.891666667,0.891666667
 03/05  08:00:00,3.12,11.205,3.12,1.951666667,1.951666667
 03/05  09:00:00,9.075,32.62166667,9.075,5.68,5.676666667
 03/05  10:00:00,15.55666667,55.89,15.555,9.735,9.735
 03/05  11:00:00,14.35833333,51.62166667,14.355,8.981666667,8.981666667
 03/05  12:00:00,12.50333333,44.96,12.49833333,7.821666667,7.821666667
 03/05  13:00:00,6.848333333,24.64166667,6.843333333,4.286666667,4.286666667
 03/05  14:00:00,14.39666667,51.75833333,14.39666667,9.01,9.01
 03/05  15:00:00,12.58333333,45.24833333,12.58333333,7.873333333,7.873333333
 03/05  16:00:00,14.34,51.55333333,14.34,8.971666667,8.971666667
 03/05  17:00:00,11.84333333,42.575,11.84333333,7.406666667,7.406666667
 03/05  18:00:00,4.93,17.71,4.93,3.08,3.08
 03/05  19:00:00,0.876666667,3.153333333,0.876666667,0.548333333,0.548333333
 03/05  20:00:00,1.115,4.011666667,1.115,0.7,0.7
 03/05  21:00:00,1.596666667,5.741666667,1.596666667,1.001666667,1.001666667
 03/05  22:00:00,1.545,5.556666667,1.545,0.968333333,0.968333333
 03/05  23:00:00,0.68,2.46,0.68,0.423333333,0.423333333
 03/05  24:00:00,0.56,2.021666667,0.56,0.351666667,0.351666667
 03/06  01:00:00,0,0,0,0,0
 03/06  02:00:00,0,0,0,0,0
 03/06  03:00:00,0,0,0,0,0
 03/06  04:00:00,0,0,0,0,0
 03/06  05:00:00,0,0,0,0,0
 03/06  06:00:00,0,0,0,0,0
 03/06  07:00:00,1.523333333,5.48,1.523333333,0.956666667,0.956666667
 03/06  08:00:00,3.143333333,11.285,3.143333333,1.966666667,1.966666667
 03/06  09:00:00,10.37833333,37.305,10.38166667,6.495,6.495
 03/06  10:00:00,13.635,49.01666667,13.635,8.533333333,8.531666667
 03/06  11:00:00,13.27666667,47.72666667,13.275,8.303333333,8.303333333
 03/06  12:00:00,15.11333333,54.32666667,15.11166667,9.455,9.455
 03/06  13:00:00,5.776666667,20.775,5.776666667,3.613333333,3.613333333
 03/06  14:00:00,14.25,51.22166667,14.25,8.916666667,8.916666667
 03/06  15:00:00,15.61,56.08,15.61,9.77,9.77
 03/06  16:00:00,9.823333333,35.34,9.825,6.145,6.148333333
 03/06  17:00:00,11.53666667,41.47333333,11.53833333,7.218333333,7.22
 03/06  18:00:00,4.93,17.71,4.93,3.08,3.08
 03/06  19:00:00,0.836666667,3.011666667,0.836666667,0.523333333,0.523333333
 03/06  20:00:00,0.97,3.491666667,0.97,0.61,0.61
 03/06  21:00:00,1.628333333,5.855,1.628333333,1.021666667,1.021666667
 03/06  22:00:00,1.418333333,5.096666667,1.418333333,0.888333333,0.888333333
 03/06  23:00:00,0.625,2.251666667,0.625,0.391666667,0.391666667
 03/06  24:00:00,0.761666667,2.735,0.761666667,0.473333333,0.473333333
 03/07  01:00:00,0,0,0,0,0
 03/07  02:00:00,0,0,0,0,0
 03/07  03:00:00,0,0,0,0,0
 03/07  04:00:00,0,0,0,0,0
 03/07  05:00:00,0,0,0,0,0
 03/07  06:00:00,0,0,0,0,0
 03/07  07:00:00,1.571666667,5.651666667,1.571666667,0.986666667,0.986666667
 03/07  08:00:00,1.586666667,5.71,1.586666667,0.996666667,0.996666667
 03/07  09:00:00,4.93,17.71,4.93,3.08,3.08
 03/07  10:00:00,4.93,17.71,4.93,3.08,3.08
 03/07  11:00:00,4.93,17.71,4.93,3.08,3.08
 03/07  12:00:00,4.93,17.71,4.93,3.08,3.08
 03/07  13:00:00,1.64,5.9,1.64,1.03,1.03
 03/07  14:00:00,1.64,5.9,1.64,1.03,1.03
 03/07  15:00:00,1.64,5.9,1.64,1.03,1.03
 03/07  16:00:00,1.64,5.9,1.64,1.03,1.03
 03/07  17:00:00,1.64,5.9,1.64,1.03,1.03
 03/07  18:00:00,0.82,2.95,0.82,0.51,0.51
 03/07  19:00:00,0.82,2.95,0.82,0.51,0.51
 03/07  20:00:00,0,0,0,0,0
 03/07  21:00:00,0,0,0,0,0
 03/07  22:00:00,0,0,0,0,0
 03/07  23:00:00,0,0,0,0,0
 03/07  24:00:00,0,0,0,0,0
 03/08  01:00:00,0,0,0,0,0
 03/08  02:00:00,0,0,0,0,0
 03/08  03:00:00,0,0,0,0,0
 03/08  04:00:00,0,0,0,0,0
 03/08  05:00:00,0,0,0,0,0
 03/08  06:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  07:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  08:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  09:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  10:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  11:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  12:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  13:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  14:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  15:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  16:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  17:00:00,0.82,2.95,0.82,0.51,0.51
 03/08  18:00:00,0,0,0,0,0
 03/08  19:00:00,0,0,0,0,0
 03/08  20:00:00,0,0,0,0,0
 03/08  21:00:00,0,0,0,0,0
 03/08  22:00:00,0,0,0,0,0
 03/08  23:00:00,0,0,0,0,0
 03/08  24:00:00,0,0,0,0,0
 03/09  01:00:00,0,0,0,0,0
 03/09  02:00:00,0,0,0,0,0
 03/09  03:00:00,0,0,0,0,0
 03/09  04:00:00,0,0,0,0,0
 03/09  05:00:00,0,0,0,0,0
 03/09  06:00:00,1.64,5.9,1.64,1.03,1.03
 03/09  07:00:00,3.29,11.81,3.29,2.06,2.06
 03/09  08:00:00,10.78833333,38.80833333,10.79833333,6.756666667,6.755
 03/09  09:00:00,15.61,56.08,15.61,9.77,9.77
 03/09  10:00:00,10.50666667,37.77833333,10.49333333,6.576666667,6.568333333
 03/09  11:00:00,6.856666667,24.68,6.868333333,4.291666667,4.296666667
 03/09  12:00:00,8.22,29.52,8.22,5.14,5.14
 03/09  13:00:00,11.27166667,40.53166667,11.255,7.053333333,7.056666667
 03/09  14:00:00,10.84,38.97333333,10.83166667,6.771666667,6.785
 03/09  15:00:00,15.09333333,54.24833333,15.1,9.44,9.448333333
 03/09  16:00:00,4.833333333,17.415,4.843333333,3.015,3.025
 03/09  17:00:00,3.03,10.93333333,3.045,1.898333333,1.898333333
 03/09  18:00:00,0,0,0,0,0
 03/09  19:00:00,1.58,5.681666667,1.58,0.991666667,0.991666667
 03/09  20:00:00,1.495,5.376666667,1.496666667,0.936666667,0.936666667
 03/09  21:00:00,0.841666667,3.023333333,0.841666667,0.526666667,0.526666667
 03/09  22:00:00,0.54,1.943333333,0.541666667,0.336666667,0.336666667
 03/09  23:00:00,0.245,0.883333333,0.245,0.153333333,0.153333333
 03/09  24:00:00,0,0,0,0,0
 03/10  01:00:00,0,0,0,0,0
 03/10  02:00:00,0,0,0,0,0
 03/10  03:00:00,0,0,0,0,0
 03/10  04:00:00,0,0,0,0,0
 03/10  05:00:00,0,0,0,0,0
 03/10  06:00:00,1.64,5.9,1.64,1.03,1.03
 03/10  07:00:00,3.29,11.81,3.29,2.06,2.06
 03/10  08:00:00,10.94333333,39.305,10.94166667,6.851666667,6.841666667
 03/10  09:00:00,15.61,56.08,15.61,9.77,9.77
 03/10  10:00:00,10.67166667,38.32666667,10.65,6.683333333,6.673333333
 03/10  11:00:00,6.963333333,25.02,6.955,4.358333333,4.361666667
 03/10  12:00:00,8.22,29.52,8.22,5.14,5.14
 03/10  13:00:00,10.925,39.26333333,10.93166667,6.838333333,6.84
 03/10  14:00:00,10.90666667,39.20166667,10.90833333,6.821666667,6.831666667
 03/10  15:00:00,15.36666667,55.21,15.37833333,9.616666667,9.621666667
 03/10  16:00:00,4.791666667,17.23333333,4.796666667,2.988333333,3.005
 03/10  17:00:00,2.966666667,10.67833333,2.98,1.858333333,1.86
 03/10  18:00:00,0,0,0,0,0
 03/10  19:00:00,1.37,4.92,1.37,0.858333333,0.858333333
 03/10  20:00:00,1.513333333,5.443333333,1.513333333,0.95,0.95
 03/10  21:00:00,0.808333333,2.9,0.808333333,0.505,0.505
 03/10  22:00:00,0.546666667,1.966666667,0.546666667,0.34,0.34
 03/10  23:00:00,0.118333333,0.425,0.118333333,0.073333333,0.073333333
 03/10  24:00:00,0,0,0,0,0
 03/11  01:00:00,0,0,0,0,0
 03/11  02:00:00,0,0,0,0,0
 03/11  03:00:00,0,0,0,0,0
 03/11  04:00:00,0,0,0,0,0
 03/11  05:00:00,0,0,0,0,0
 03/11  06:00:00,1.64,5.9,1.64,1.03,1.03
 03/11  07:00:00,3.29,11.81,3.29,2.06,2.06
 03/11  08:00:00,10.67666667,38.36,10.67666667,6.681666667,6.681666667
 03/11  09:00:00,15.61,56.08,15.61,9.77,9.77
 03/11  10:00:00,10.6,38.095,10.595,6.631666667,6.633333333
 03/11  11:00:00,6.858333333,24.64833333,6.855,4.29,4.29
 03/11  12:00:00,8.22,29.52,8.22,5.14,5.14
 03/11  13:00:00,10.92833333,39.295,10.92833333,6.836666667,6.836666667
 03/11  14:00:00,10.98333333,39.5,10.98166667,6.871666667,6.875
 03/11  15:00:00,15.13666667,54.39,15.135,9.471666667,9.471666667
 03/11  16:00:00,4.898333333,17.635,4.9,3.065,3.068333333
 03/11  17:00:00,2.871666667,10.335,2.873333333,1.795,1.795
 03/11  18:00:00,0,0,0,0,0
 03/11  19:00:00,1.345,4.836666667,1.345,0.843333333,0.843333333
 03/11  20:00:00,1.295,4.66,1.295,0.813333333,0.813333333
 03/11  21:00:00,0.783333333,2.816666667,0.783333333,0.491666667,0.491666667
 03/11  22:00:00,0.6,2.158333333,0.6,0.373333333,0.373333333
 03/11  23:00:00,0.276666667,1.016666667,0.276666667,0.173333333,0.173333333
 03/11  24:00:00,0,0,0,0,0
 03/12  01:00:00,0,0,0,0,0
 03/12  02:00:00,0,0,0,0,0
 03/12  03:00:00,0,0,0,0,0
 03/12  04:00:00,0,0,0,0,0
 03/12  05:00:00,0,0,0,0,0
 03/12  06:00:00,1.64,5.9,1.64,1.03,1.03
 03/12  07:00:00,3.29,11.81,3.29,2.06,2.06
 03/12  08:00:00,15.52333333,55.77166667,15.52333333,9.715,9.715
 03/12  09:00:00,14.51166667,52.16833333,14.51,9.08,9.08
 03/12  10:00:00,12.42,44.655,12.41666667,7.771666667,7.771666667
 03/12  11:00:00,6.678333333,24.015,6.673333333,4.178333333,4.178333333
 03/12  12:00:00,8.22,29.52,8.22,5.14,5.14
 03/12  13:00:00,12.50166667,44.97,12.50166667,7.82,7.823333333
 03/12  14:00:00,14.35,51.60833333,14.34666667,8.975,8.978333333
 03/12  15:00:00,11.71166667,42.12166667,11.71166667,7.326666667,7.33
 03/12  16:00:00,6.951666667,25.01166667,6.951666667,4.346666667,4.348333333
 03/12  17:00:00,2.931666667,10.56166667,2.933333333,1.833333333,1.833333333
 03/12  18:00:00,0.026666667,0.093333333,0.026666667,0.016666667,0.016666667
 03/12  19:00:00,1.321666667,4.753333333,1.321666667,0.83,0.83
 03/12  20:00:00,1.49,5.361666667,1.49,0.935,0.935
 03/12  21:00:00,0.62,2.265,0.62,0.381666667,0.381666667
 03/12  22:00:00,0.6,2.156666667,0.6,0.373333333,0.373333333
 03/12  23:00:00,0.136666667,0.491666667,0.136666667,0.085,0.085
 03/12  24:00:00,0,0,0,0,0
 03/13  01:00:00,0,0,0,0,0
 03/13  02:00:00,0,0,0,0,0
 03/13  03:00:00,0,0,0,0,0
 03/13  04:00:00,0,0,0,0,0
 03/13  05:00:00,0,0,0,0,0
 03/13  06:00:00,1.64,5.9,1.64,1.03,1.03
 03/13  07:00:00,3.29,11.81,3.29,2.06,2.06
 03/13  08:00:00,13.675,49.15833333,13.675,8.558333333,8.558333333
 03/13  09:00:00,13.31333333,47.85666667,13.31333333,8.331666667,8.331666667
 03/13  10:00:00,15.02666667,54.01666667,15.025,9.403333333,9.401666667
 03/13  11:00:00,6.07,21.825,6.068333333,3.796666667,3.798333333
 03/13  12:00:00,8.22,29.52,8.22,5.14,5.14
 03/13  13:00:00,15.50666667,55.71333333,15.505,9.705,9.705
 03/13  14:00:00,9.576666667,34.44333333,9.575,5.99,5.99
 03/13  15:00:00,11.585,41.64833333,11.585,7.25,7.25
 03/13  16:00:00,9.643333333,34.69,9.645,6.031666667,6.033333333
 03/13  17:00:00,3.036666667,10.945,3.038333333,1.9,1.9
 03/13  18:00:00,0.09,0.323333333,0.09,0.056666667,0.056666667
 03/13  19:00:00,1.11,3.991666667,1.11,0.696666667,0.696666667
 03/13  20:00:00,1.355,4.871666667,1.355,0.85,0.85
 03/13  21:00:00,0.836666667,3.003333333,0.836666667,0.523333333,0.523333333
 03/13  22:00:00,0.608333333,2.186666667,0.608333333,0.378333333,0.378333333
 03/13  23:00:00,0.195,0.703333333,0.195,0.121666667,0.121666667
 03/13  24:00:00,0,0,0,0,0
 03/14  01:00:00,0,0,0,0,0
 03/14  02:00:00,0,0,0,0,0
 03/14  03:00:00,0,0,0,0,0
 03/14  04:00:00,0,0,0,0,0
 03/14  05:00:00,0,0,0,0,0
 03/14  06:00:00,1.568333333,5.643333333,1.568333333,0.985,0.985
 03/14  07:00:00,1.64,5.9,1.64,1.03,1.03
 03/14  08:00:00,4.93,17.71,4.93,3.08,3.08
 03/14  09:00:00,4.93,17.71,4.93,3.08,3.08
 03/14  10:00:00,4.921666667,17.68,4.921666667,3.075,3.075
 03/14  11:00:00,4.93,17.71,4.93,3.08,3.08
 03/14  12:00:00,1.64,5.9,1.64,1.03,1.03
 03/14  13:00:00,1.64,5.9,1.64,1.03,1.03
 03/14  14:00:00,1.64,5.9,1.64,1.03,1.03
 03/14  15:00:00,1.64,5.9,1.64,1.03,1.03
 03/14  16:00:00,1.64,5.9,1.64,1.03,1.03
 03/14  17:00:00,0.82,2.95,0.82,0.51,0.51
 03/14  18:00:00,0.82,2.95,0.82,0.51,0.51
 03/14  19:00:00,0,0,0,0,0
 03/14  20:00:00,0,0,0,0,0
 03/14  21:00:00,0,0,0,0,0
 03/14  22:00:00,0,0,0,0,0
 03/14  23:00:00,0,0,0,0,0
 03/14  24:00:00,0,0,0,0,0
 03/15  01:00:00,0,0,0,0,0
 03/15  02:00:00,0,0,0,0,0
 03/15  03:00:00,0,0,0,0,0
 03/15  04:00:00,0,0,0,0,0
 03/15  05:00:00,0,0,0,0,0
 03/15  06:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  07:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  08:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  09:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  10:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  11:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  12:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  13:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  14:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  15:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  16:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  17:00:00,0.82,2.95,0.82,0.51,0.51
 03/15  18:00:00,0,0,0,0,0
 03/15  19:00:00,0,0,0,0,0
 03/15  20:00:00,0,0,0,0,0
 03/15  21:00:00,0,0,0,0,0
 03/15  22:00:00,0,0,0,0,0
 03/15  23:00:00,0,0,0,0,0
 03/15  24:00:00,0,0,0,0,0
 03/16  01:00:00,0,0,0,0,0
 03/16  02:00:00,0,0,0,0,0
 03/16  03:00:00,0,0,0,0,0
 03/16  04:00:00,0,0,0,0,0
 03/16  05:00:00,0,0,0,0,0
 03/16  06:00:00,1.64,5.9,1.64,1.03,1.03
 03/16  07:00:00,3.29,11.81,3.29,2.06,2.06
 03/16  08:00:00,10.61833333,38.15833333,10.62166667,6.645,6.643333333
 03/16  09:00:00,15.37166667,55.225,15.37166667,9.62,9.62
 03/16  10:00:00,10.43,37.50666667,10.43666667,6.528333333,6.528333333
 03/16  11:00:00,7.083333333,25.48,7.086666667,4.433333333,4.433333333
 03/16  12:00:00,8.22,29.52,8.22,5.14,5.14
 03/16  13:00:00,11.01666667,39.625,11.01833333,6.895,6.895
 03/16  14:00:00,10.915,39.26,10.91833333,6.83,6.83
 03/16  15:00:00,15.24166667,54.77833333,15.24333333,9.538333333,9.538333333
 03/16  16:00:00,4.698333333,16.92666667,4.701666667,2.936666667,2.938333333
 03/16  17:00:00,2.67,9.611666667,2.67,1.668333333,1.668333333
 03/16  18:00:00,0.088333333,0.315,0.088333333,0.055,0.055
 03/16  19:00:00,1.305,4.696666667,1.305,0.816666667,0.816666667
 03/16  20:00:00,1.583333333,5.693333333,1.583333333,0.991666667,0.991666667
 03/16  21:00:00,0.938333333,3.375,0.938333333,0.588333333,0.588333333
 03/16  22:00:00,0.525,1.886666667,0.525,0.325,0.325
 03/16  23:00:00,0.148333333,0.533333333,0.148333333,0.085,0.085
 03/16  24:00:00,0,0,0,0,0
 03/17  01:00:00,0,0,0,0,0
 03/17  02:00:00,0,0,0,0,0
 03/17  03:00:00,0,0,0,0,0
 03/17  04:00:00,0,0,0,0,0
 03/17  05:00:00,0,0,0,0,0
 03/17  06:00:00,1.64,5.9,1.64,1.03,1.03
 03/17  07:00:00,3.29,11.81,3.29,2.06,2.06
 03/17  08:00:00,10.72333333,38.54166667,10.72166667,6.71,6.706666667
 03/17  09:00:00,15.61,56.08,15.61,9.77,9.77
 03/17  10:00:00,10.63333333,38.22833333,10.63,6.651666667,6.65
 03/17  11:00:00,6.881666667,24.76166667,6.881666667,4.305,4.305
 03/17  12:00:00,8.22,29.52,8.22,5.14,5.14
 03/17  13:00:00,11.00666667,39.60333333,11.00666667,6.885,6.886666667
 03/17  14:00:00,10.81166667,38.905,10.81166667,6.765,6.766666667
 03/17  15:00:00,15.14833333,54.44166667,15.14666667,9.476666667,9.48
 03/17  16:00:00,5.09,18.34333333,5.09,3.183333333,3.183333333
 03/17  17:00:00,2.836666667,10.225,2.84,1.773333333,1.775
 03/17  18:00:00,0,0,0,0,0
 03/17  19:00:00,1.403333333,5.046666667,1.403333333,0.881666667,0.881666667
 03/17  20:00:00,1.535,5.515,1.535,0.961666667,0.961666667
 03/17  21:00:00,0.921666667,3.31,0.921666667,0.576666667,0.576666667
 03/17  22:00:00,0.64,2.298333333,0.64,0.4,0.4
 03/17  23:00:00,0.108333333,0.388333333,0.108333333,0.066666667,0.066666667
 03/17  24:00:00,0,0,0,0,0
 03/18  01:00:00,0,0,0,0,0
 03/18  02:00:00,0,0,0,0,0
 03/18  03:00:00,0,0,0,0,0
 03/18  04:00:00,0,0,0,0,0
 03/18  05:00:00,0,0,0,0,0
 03/18  06:00:00,1.64,5.9,1.64,1.03,1.03
 03/18  07:00:00,3.29,11.81,3.29,2.06,2.06
 03/18  08:00:00,10.825,38.90166667,10.81833333,6.775,6.761666667
 03/18  09:00:00,15.61,56.08,15.61,9.77,9.77
 03/18  10:00:00,10.63166667,38.21666667,10.615,6.653333333,6.653333333
 03/18  11:00:00,6.96,25.03,6.945,4.355,4.36
 03/18  12:00:00,8.22,29.52,8.22,5.14,5.14
 03/18  13:00:00,11.05166667,39.75166667,11.04333333,6.913333333,6.923333333
 03/18  14:00:00,10.95666667,39.42833333,10.97166667,6.853333333,6.866666667
 03/18  15:00:00,15.32333333,55.08333333,15.33666667,9.59,9.593333333
 03/18  16:00:00,5.03,18.125,5.043333333,3.145,3.155
 03/18  17:00:00,2.81,10.13666667,2.823333333,1.758333333,1.763333333
 03/18  18:00:00,0.188333333,0.685,0.188333333,0.118333333,0.118333333
 03/18  19:00:00,1.4,5.036666667,1.4,0.878333333,0.878333333
 03/18  20:00:00,1.546666667,5.561666667,1.548333333,0.968333333,0.97
 03/18  21:00:00,0.685,2.47,0.686666667,0.43,0.43
