Date/Time,S1 OFFICE BACK:Zone Hybrid Model People Count [](Hourly),S1 OFFICE CORE:Zone Hybrid Model People Count [](Hourly),S1 OFFICE FRONT:Zone Hybrid Model People Count [](Hourly),S1 OFFICE LEFT:Zone Hybrid Model People Count [](Hourly),S1 OFFICE RIGHT:Zone Hybrid Model People Count [](Hourly),OFFICE_BACK_Zone Ground Truth,OFFICE_CORE_Zone Ground Truth,OFFICE_FRONT_Zone Ground Truth,OFFICE_LEFT_Zone Ground Truth,OFFICE_RIGHT_Zone Ground Truth
 02/11  24:00:00,0.405,1.455,0.405,0.253333333,0.253333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/12  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/12  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/12  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/12  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/12  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/12  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/12  07:00:00,0.823333333,2.96,0.823333333,0.515,0.515,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/12  08:00:00,2.046666667,7.348333333,2.046666667,1.28,1.28,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376
 02/12  09:00:00,6.075,21.80833333,6.07,3.801666667,3.801666667,9.392266591,33.74691208,9.392266591,5.877086266,5.877086266
 02/12  10:00:00,9.528333333,34.21,9.521666667,5.96,5.96,17.18159551,61.73438408,17.18159551,10.75115554,10.75115554
 02/12  11:00:00,6.618333333,23.77833333,6.608333333,4.143333333,4.141666667,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462
 02/12  12:00:00,4.86,17.47666667,4.858333333,3.041666667,3.041666667,13.77530914,49.49541645,13.77530914,8.619717015,8.619717015
 02/12  13:00:00,1.411666667,5.106666667,1.415,0.885,0.885,8.139956197,29.2472944,8.139956197,5.093469644,5.093469644
 02/12  14:00:00,8.17,29.35333333,8.163333333,5.11,5.111666667,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462
 02/12  15:00:00,5.323333333,19.15833333,5.321666667,3.33,3.331666667,13.77532667,49.49547944,13.77532667,8.619727986,8.619727986
 02/12  16:00:00,6.66,23.95,6.66,4.163333333,4.165,15.42837148,55.43495713,15.42837148,9.654098854,9.654098854
 02/12  17:00:00,4.61,16.6,4.618333333,2.885,2.885,13.14918024,47.2457021,13.14918024,8.22792516,8.22792516
 02/12  18:00:00,1.373333333,4.978333333,1.381666667,0.863333333,0.858333333,8.139956197,29.2472944,8.139956197,5.093469644,5.093469644
 02/12  19:00:00,0.018333333,0.065,0.018333333,0.011666667,0.011666667,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/12  20:00:00,0.355,1.278333333,0.356666667,0.223333333,0.223333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/12  21:00:00,0.501666667,1.805,0.501666667,0.315,0.315,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/12  22:00:00,0.448333333,1.608333333,0.448333333,0.281666667,0.281666667,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/12  23:00:00,0.238333333,0.853333333,0.238333333,0.148333333,0.148333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/12  24:00:00,0.291666667,1.046666667,0.291666667,0.181666667,0.181666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/13  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/13  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/13  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/13  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/13  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/13  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/13  07:00:00,0.63,2.258333333,0.63,0.395,0.395,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/13  08:00:00,1.98,7.11,1.98,1.238333333,1.238333333,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376
 02/13  09:00:00,6.85,24.6,6.848333333,4.286666667,4.286666667,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917
 02/13  10:00:00,7.895,28.34833333,7.888333333,4.936666667,4.936666667,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811
 02/13  11:00:00,6.19,22.23666667,6.186666667,3.871666667,3.871666667,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811
 02/13  12:00:00,7.34,26.37333333,7.333333333,4.59,4.59,16.27992993,58.4946518,16.27992993,10.18695026,10.18695026
 02/13  13:00:00,0.821666667,2.966666667,0.816666667,0.515,0.515,7.513809766,26.99751706,7.513809766,4.701666818,4.701666818
 02/13  14:00:00,8.203333333,29.47333333,8.193333333,5.13,5.131666667,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462
 02/13  15:00:00,8.145,29.27333333,8.131666667,5.088333333,5.096666667,17.53222279,62.99420648,17.53222279,10.97055591,10.97055591
 02/13  16:00:00,3.06,11.02,3.06,1.908333333,1.915,11.27070588,40.49624409,11.27070588,7.052494742,7.052494742
 02/13  17:00:00,4.966666667,17.87666667,4.975,3.108333333,3.108333333,12.52301628,44.99586177,12.52301628,7.836111364,7.836111364
 02/13  18:00:00,3.213333333,11.545,3.216666667,2.01,2.01,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917
 02/13  19:00:00,0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/13  20:00:00,0.193333333,0.691666667,0.193333333,0.115,0.115,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/13  21:00:00,0.543333333,1.978333333,0.545,0.336666667,0.336666667,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/13  22:00:00,0.575,2.078333333,0.575,0.358333333,0.358333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/13  23:00:00,0.235,0.84,0.235,0.145,0.145,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/13  24:00:00,0.275,0.985,0.275,0.17,0.17,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/14  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  07:00:00,1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/14  08:00:00,1.096666667,3.928333333,1.096666667,0.686666667,0.686666667,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/14  09:00:00,3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064
 02/14  10:00:00,3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064
 02/14  11:00:00,3.213333333,11.535,3.211666667,2.011666667,2.011666667,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064
 02/14  12:00:00,2.991666667,10.73166667,2.988333333,1.87,1.87,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064
 02/14  13:00:00,0.958333333,3.446666667,0.956666667,0.598333333,0.598333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/14  14:00:00,0.951666667,3.426666667,0.951666667,0.595,0.595,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/14  15:00:00,0.901666667,3.243333333,0.901666667,0.563333333,0.563333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/14  16:00:00,0.933333333,3.355,0.933333333,0.585,0.585,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/14  17:00:00,0.918333333,3.305,0.92,0.573333333,0.573333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/14  18:00:00,0.458333333,1.66,0.461666667,0.286666667,0.286666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/14  19:00:00,0.465,1.673333333,0.466666667,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/14  20:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  21:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  22:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  23:00:00,0,0,0,0,0,0,0,0,0,0
 02/14  24:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  07:00:00,0.453333333,1.63,0.455,0.286666667,0.286666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  08:00:00,0.436666667,1.571666667,0.436666667,0.273333333,0.273333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  09:00:00,0.448333333,1.621666667,0.448333333,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  10:00:00,0.451666667,1.621666667,0.45,0.281666667,0.281666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  11:00:00,0.445,1.603333333,0.445,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  12:00:00,0.44,1.588333333,0.44,0.276666667,0.275,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  13:00:00,0.43,1.548333333,0.428333333,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  14:00:00,0.425,1.521666667,0.425,0.265,0.265,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  15:00:00,0.421666667,1.518333333,0.421666667,0.265,0.265,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  16:00:00,0.418333333,1.503333333,0.418333333,0.261666667,0.261666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  17:00:00,0.44,1.583333333,0.44,0.276666667,0.276666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  18:00:00,0.44,1.581666667,0.44,0.275,0.275,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/15  19:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  20:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  21:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  22:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  23:00:00,0,0,0,0,0,0,0,0,0,0
 02/15  24:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  07:00:00,0.431666667,1.555,0.433333333,0.271666667,0.271666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  08:00:00,0.418333333,1.5,0.418333333,0.261666667,0.261666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  09:00:00,0.406666667,1.456666667,0.406666667,0.255,0.255,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  10:00:00,0.441666667,1.59,0.441666667,0.278333333,0.278333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  11:00:00,0.441666667,1.59,0.441666667,0.276666667,0.276666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  12:00:00,0.443333333,1.59,0.443333333,0.276666667,0.276666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  13:00:00,0.433333333,1.555,0.433333333,0.271666667,0.271666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  14:00:00,0.41,1.471666667,0.41,0.256666667,0.256666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  15:00:00,0.39,1.405,0.39,0.243333333,0.243333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  16:00:00,0.41,1.461666667,0.41,0.253333333,0.253333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  17:00:00,0.44,1.581666667,0.44,0.275,0.275,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  18:00:00,0.436666667,1.57,0.436666667,0.275,0.275,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/16  19:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  20:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  21:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  22:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  23:00:00,0,0,0,0,0,0,0,0,0,0
 02/16  24:00:00,0,0,0,0,0,0,0,0,0,0
 02/17  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/17  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/17  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/17  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/17  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/17  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/17  07:00:00,0.831666667,2.993333333,0.831666667,0.523333333,0.523333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/17  08:00:00,2.053333333,7.376666667,2.053333333,1.283333333,1.283333333,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376
 02/17  09:00:00,9.333333333,33.52,9.331666667,5.838333333,5.838333333,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517
 02/17  10:00:00,4.616666667,16.58166667,4.616666667,2.886666667,2.886666667,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478
 02/17  11:00:00,8.521666667,30.61666667,8.521666667,5.331666667,5.331666667,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688
 02/17  12:00:00,3.471666667,12.48666667,3.471666667,2.173333333,2.173333333,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478
 02/17  13:00:00,1.806666667,6.508333333,1.806666667,1.128333333,1.13,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765
 02/17  14:00:00,8.49,30.50666667,8.49,5.313333333,5.313333333,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442
 02/17  15:00:00,3.95,14.215,3.951666667,2.473333333,2.473333333,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485
 02/17  16:00:00,4.341666667,15.61166667,4.341666667,2.715,2.715,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478
 02/17  17:00:00,7.985,28.69166667,7.985,4.995,4.995,16.6556283,59.844556,16.6556283,10.42203854,10.42203854
 02/17  18:00:00,0.54,1.951666667,0.54,0.338333333,0.338333333,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077
 02/17  19:00:00,0.091666667,0.331666667,0.091666667,0.058333333,0.058333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/17  20:00:00,0.218333333,0.781666667,0.218333333,0.136666667,0.136666667,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/17  21:00:00,0.496666667,1.79,0.496666667,0.31,0.31,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/17  22:00:00,0.756666667,2.713333333,0.756666667,0.473333333,0.473333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/17  23:00:00,0.27,0.968333333,0.27,0.168333333,0.168333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/17  24:00:00,0.281666667,1.015,0.281666667,0.176666667,0.176666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/18  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/18  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/18  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/18  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/18  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/18  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/18  07:00:00,0.758333333,2.718333333,0.758333333,0.475,0.475,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/18  08:00:00,2.026666667,7.281666667,2.026666667,1.268333333,1.268333333,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376
 02/18  09:00:00,9.376666667,33.67833333,9.376666667,5.865,5.865,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517
 02/18  10:00:00,4.566666667,16.41,4.566666667,2.86,2.86,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478
 02/18  11:00:00,8.901666667,31.97166667,8.901666667,5.566666667,5.566666667,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688
 02/18  12:00:00,3.395,12.20833333,3.395,2.125,2.125,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478
 02/18  13:00:00,1.778333333,6.406666667,1.778333333,1.113333333,1.113333333,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765
 02/18  14:00:00,8.445,30.33833333,8.443333333,5.283333333,5.283333333,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442
 02/18  15:00:00,3.861666667,13.89333333,3.86,2.416666667,2.416666667,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485
 02/18  16:00:00,4.383333333,15.77333333,4.383333333,2.743333333,2.743333333,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478
 02/18  17:00:00,8.071666667,29.005,8.071666667,5.048333333,5.048333333,16.6556283,59.844556,16.6556283,10.42203854,10.42203854
 02/18  18:00:00,0.373333333,1.351666667,0.373333333,0.233333333,0.233333333,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077
 02/18  19:00:00,0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/18  20:00:00,0.236666667,0.848333333,0.236666667,0.148333333,0.148333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/18  21:00:00,0.515,1.86,0.515,0.323333333,0.323333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/18  22:00:00,0.575,2.065,0.575,0.36,0.36,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/18  23:00:00,0.245,0.878333333,0.245,0.151666667,0.151666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/18  24:00:00,0.256666667,0.915,0.256666667,0.151666667,0.151666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/19  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/19  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/19  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/19  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/19  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/19  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/19  07:00:00,0.891666667,3.203333333,0.891666667,0.558333333,0.558333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/19  08:00:00,2.093333333,7.523333333,2.093333333,1.31,1.31,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376
 02/19  09:00:00,6.115,21.95333333,6.115,3.825,3.825,9.392266591,33.74691208,9.392266591,5.877086266,5.877086266
 02/19  10:00:00,9.106666667,32.70666667,9.106666667,5.698333333,5.698333333,17.18159551,61.73438408,17.18159551,10.75115554,10.75115554
 02/19  11:00:00,6.58,23.645,6.578333333,4.116666667,4.116666667,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462
 02/19  12:00:00,4.813333333,17.30833333,4.813333333,3.011666667,3.011666667,13.77530914,49.49541645,13.77530914,8.619717015,8.619717015
 02/19  13:00:00,1.655,5.97,1.655,1.035,1.035,8.139956197,29.2472944,8.139956197,5.093469644,5.093469644
 02/19  14:00:00,7.76,27.885,7.758333333,4.856666667,4.856666667,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462
 02/19  15:00:00,5.37,19.315,5.37,3.358333333,3.358333333,13.77532667,49.49547944,13.77532667,8.619727986,8.619727986
 02/19  16:00:00,6.731666667,24.20666667,6.731666667,4.21,4.21,15.42837148,55.43495713,15.42837148,9.654098854,9.654098854
 02/19  17:00:00,4.535,16.31833333,4.535,2.836666667,2.836666667,13.14918024,47.2457021,13.14918024,8.22792516,8.22792516
 02/19  18:00:00,1.578333333,5.686666667,1.578333333,0.986666667,0.986666667,8.139956197,29.2472944,8.139956197,5.093469644,5.093469644
 02/19  19:00:00,0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/19  20:00:00,0.256666667,0.923333333,0.256666667,0.161666667,0.161666667,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/19  21:00:00,0.47,1.691666667,0.47,0.293333333,0.293333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/19  22:00:00,0.738333333,2.658333333,0.738333333,0.46,0.46,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/19  23:00:00,0.223333333,0.808333333,0.223333333,0.138333333,0.138333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/19  24:00:00,0.29,1.04,0.29,0.18,0.18,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/20  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/20  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/20  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/20  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/20  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/20  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/20  07:00:00,0.638333333,2.29,0.638333333,0.4,0.4,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/20  08:00:00,2.128333333,7.645,2.128333333,1.331666667,1.331666667,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376
 02/20  09:00:00,6.958333333,24.99166667,6.958333333,4.356666667,4.356666667,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917
 02/20  10:00:00,7.846666667,28.175,7.845,4.91,4.91,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811
 02/20  11:00:00,6.318333333,22.69833333,6.318333333,3.951666667,3.951666667,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811
 02/20  12:00:00,7.436666667,26.72166667,7.433333333,4.653333333,4.653333333,16.27992993,58.4946518,16.27992993,10.18695026,10.18695026
 02/20  13:00:00,1.198333333,4.326666667,1.198333333,0.75,0.75,7.513809766,26.99751706,7.513809766,4.701666818,4.701666818
 02/20  14:00:00,8.168333333,29.35333333,8.168333333,5.11,5.11,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462
 02/20  15:00:00,8.118333333,29.18,8.12,5.081666667,5.081666667,17.53222279,62.99420648,17.53222279,10.97055591,10.97055591
 02/20  16:00:00,2.938333333,10.58166667,2.938333333,1.838333333,1.838333333,11.27070588,40.49624409,11.27070588,7.052494742,7.052494742
 02/20  17:00:00,5.051666667,18.17333333,5.051666667,3.16,3.16,12.52301628,44.99586177,12.52301628,7.836111364,7.836111364
 02/20  18:00:00,3.125,11.22333333,3.125,1.956666667,1.956666667,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917
 02/20  19:00:00,0.028333333,0.103333333,0.028333333,0.018333333,0.018333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/20  20:00:00,0.246666667,0.885,0.246666667,0.155,0.155,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/20  21:00:00,0.391666667,1.406666667,0.391666667,0.245,0.245,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/20  22:00:00,0.516666667,1.853333333,0.516666667,0.325,0.325,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/20  23:00:00,0.168333333,0.606666667,0.168333333,0.105,0.105,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/20  24:00:00,0.286666667,1.031666667,0.286666667,0.173333333,0.173333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/21  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  07:00:00,1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/21  08:00:00,1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/21  09:00:00,3.208333333,11.515,3.208333333,2.008333333,2.008333333,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064
 02/21  10:00:00,3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064
 02/21  11:00:00,3.14,11.27333333,3.14,1.965,1.965,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064
 02/21  12:00:00,2.963333333,10.64333333,2.963333333,1.855,1.855,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064
 02/21  13:00:00,0.97,3.491666667,0.97,0.606666667,0.606666667,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/21  14:00:00,0.955,3.433333333,0.955,0.595,0.596666667,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/21  15:00:00,0.91,3.28,0.91,0.568333333,0.568333333,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/21  16:00:00,0.89,3.201666667,0.89,0.556666667,0.556666667,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/21  17:00:00,0.928333333,3.34,0.928333333,0.58,0.58,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688
 02/21  18:00:00,0.456666667,1.646666667,0.456666667,0.285,0.285,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/21  19:00:00,0.461666667,1.661666667,0.461666667,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/21  20:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  21:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  22:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  23:00:00,0,0,0,0,0,0,0,0,0,0
 02/21  24:00:00,0,0,0,0,0,0,0,0,0,0
 02/22  01:00:00,0,0,0,0,0,0,0,0,0,0
 02/22  02:00:00,0,0,0,0,0,0,0,0,0,0
 02/22  03:00:00,0,0,0,0,0,0,0,0,0,0
 02/22  04:00:00,0,0,0,0,0,0,0,0,0,0
 02/22  05:00:00,0,0,0,0,0,0,0,0,0,0
 02/22  06:00:00,0,0,0,0,0,0,0,0,0,0
 02/22  07:00:00,0.453333333,1.628333333,0.453333333,0.283333333,0.283333333,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/22  08:00:00,0.43,1.546666667,0.43,0.271666667,0.271666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/22  09:00:00,0.428333333,1.543333333,0.428333333,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/22  10:00:00,0.46,1.65,0.46,0.286666667,0.286666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
 02/22  11:00:00,0.456666667,1.641666667,0.456666667,0.286666667,0.286666667,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344
